  5.0000  , -0.3518  ,  0.2285  , -0.0544  ,  1.2514  , -1.0044  ,  0.7816  ,  0.3351  , -0.4002  ,  1.2766  , -2.4549  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000
  5.0200  , -0.3518  ,  0.2285  , -0.0544  ,  1.2514  , -1.0048  ,  0.7816  ,  0.3351  , -0.4002  ,  1.2766  , -2.4406  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.0400  , -0.3544  ,  0.2279  , -0.0587  ,  1.2500  , -1.0003  ,  0.8577  ,  0.3295  , -0.4418  ,  1.2180  , -2.4241  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.0600  , -0.3556  ,  0.2277  , -0.0615  ,  1.2523  , -0.9821  ,  0.8844  ,  0.3261  , -0.4559  ,  1.1947  , -2.4008  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.0800  , -0.3581  ,  0.2272  , -0.0636  ,  1.2558  , -0.9872  ,  0.9139  ,  0.3187  , -0.4679  ,  1.1660  , -2.4201  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.1000  , -0.3603  ,  0.2266  , -0.0672  ,  1.2591  , -0.9994  ,  0.9321  ,  0.3129  , -0.4741  ,  1.1491  , -2.4297  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.1200  , -0.3604  ,  0.2252  , -0.0720  ,  1.2590  , -1.0092  ,  0.9687  ,  0.3028  , -0.4951  ,  1.1068  , -2.4287  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.1400  , -0.3600  ,  0.2239  , -0.0741  ,  1.2581  , -1.0066  ,  0.9823  ,  0.2967  , -0.5009  ,  1.0880  , -2.4214  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.1600  , -0.3594  ,  0.2221  , -0.0764  ,  1.2547  , -1.0044  ,  0.9947  ,  0.2902  , -0.5080  ,  1.0679  , -2.4141  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.1800  , -0.3598  ,  0.2195  , -0.0788  ,  1.2557  , -1.0295  ,  1.0088  ,  0.2843  , -0.5198  ,  1.0446  , -2.3934  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.2000  , -0.3603  ,  0.2178  , -0.0806  ,  1.2581  , -1.0638  ,  1.0125  ,  0.2792  , -0.5202  ,  1.0337  , -2.3684  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.2200  , -0.3605  ,  0.2167  , -0.0814  ,  1.2572  , -1.0906  ,  1.0137  ,  0.2757  , -0.5192  ,  1.0318  , -2.3479  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.2400  , -0.3602  ,  0.2152  , -0.0824  ,  1.2618  , -1.1278  ,  1.0107  ,  0.2700  , -0.5106  ,  1.0273  , -2.3296  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.2600  , -0.3587  ,  0.2133  , -0.0825  ,  1.2721  , -1.1492  ,  1.0009  ,  0.2623  , -0.4942  ,  1.0242  , -2.3232  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.2800  , -0.3579  ,  0.2130  , -0.0822  ,  1.2825  , -1.2669  ,  0.9930  ,  0.2603  , -0.4851  ,  1.0352  , -2.2728  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.3000  , -0.3576  ,  0.2129  , -0.0813  ,  1.2886  , -1.3274  ,  0.9901  ,  0.2595  , -0.4827  ,  1.0354  , -2.2323  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.3200  , -0.3597  ,  0.2100  , -0.0718  ,  1.3231  , -1.4648  ,  0.9672  ,  0.2635  , -0.4737  ,  1.0562  , -2.1525  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.3400  , -0.3594  ,  0.2125  , -0.0697  ,  1.3487  , -1.5447  ,  0.9397  ,  0.2663  , -0.4565  ,  1.0903  , -2.1025  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.3600  , -0.3593  ,  0.2137  , -0.0659  ,  1.3735  , -1.7477  ,  0.9269  ,  0.2675  , -0.4524  ,  1.1021  , -2.0403  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.3800  , -0.3571  ,  0.2192  , -0.0689  ,  1.3916  , -1.8051  ,  0.9039  ,  0.2686  , -0.4397  ,  1.1276  , -2.0426  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.4000  , -0.3543  ,  0.2259  , -0.0685  ,  1.4264  , -1.9017  ,  0.8763  ,  0.2696  , -0.4274  ,  1.1569  , -2.0527  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.4200  , -0.3470  ,  0.2375  , -0.0690  ,  1.4765  , -1.9741  ,  0.8127  ,  0.2759  , -0.4035  ,  1.2381  , -2.0414  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.4400  , -0.3345  ,  0.2443  , -0.0678  ,  1.5091  , -1.9751  ,  0.7504  ,  0.2865  , -0.3881  ,  1.3068  , -2.0291  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.4600  , -0.3052  ,  0.2511  , -0.0650  ,  1.5469  , -2.0254  ,  0.6643  ,  0.3045  , -0.3739  ,  1.3946  , -2.0189  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.4800  , -0.2817  ,  0.2538  , -0.0599  ,  1.5758  , -2.1126  ,  0.6147  ,  0.3152  , -0.3709  ,  1.4364  , -2.0472  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
  5.5000  , -0.2584  ,  0.2568  , -0.0589  ,  1.5874  , -2.1966  ,  0.5790  ,  0.3244  , -0.3727  ,  1.4659  , -2.0700  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  , 100.0000 ,  0.0000  ,  0.0000  ,  0.0000  ,  0.0000  
